Symbol|Security Name|Market Category|Status|Test Issue
ITONF|Ito En Ltd Preferred Shs Class 1 (Japan)|NBB||
ITPC|Intrepid Capital Corporation New Common Stock|NBB||
ITPG|ITP Energy Corporation|NBB||
ITPOF|Intertape Polymer Group Inc. Common Stock|NBB||
ITRO|Itronics Inc. Common Stock|NBB||
ITRX|inTerra Resources Corp. Common Stock|NBB||
ITRYY|Interpipe Nizhnedneprovsky Tube-Rolling Plant, Joint Stock Company Sponsored ADR|NBB||
ITSHF|INTERSHOP Communications AG Ordinary Shares (Germany)|NBB||
ITSI|International Lottery & Totalizer Systems, Inc. Common Stock|NBB||
ITSJF|ITSA LTD Ordinary Shares|NBB||
ITSMF|Italmobiliare Spa Ord AZ.DI. RISP.NON CONV. (Italy)|NBB||
ITSPF|Italmobiliare Spa Ord Ordinary Shares|NBB||
ITSPY|Italmobiliare Spa Unsponsored ADR (Italy)|NBB||
ITSW|International Total Services, Inc. Common Stock|NBB||
ITSXF|iShares S&P/TSX Capped Financials Index ETF (Canada)|NBB||
ITTOF|Itochu Techno-Solutions Corp Ordinary Shares|NBB||
ITTOY|Itochu Techno-Solutions Corp Unsponsored ADR (Japan)|NBB||
ITUP|Interups Inc Common Stock|BB|ACTIVE|
ITUS|ITUS Corporation Common Stock|NBB||
ITVI|Interact-TV, Inc. Common Stock|NBB||
ITVPF|ITV plc Ordinary Shares (United Kingdom)|NBB||
ITVPY|ITV plc Unsponsored ADR (UK)|NBB||
ITWG|International Wire Group Holdings, Inc Common Stock|NBB||
ITWR|InterWorld Corporation Common Stock|NBB||
ITXG|IT Group, Inc. (The) Common Stock|NBB||
ITXN|International Textile Group, Inc. Common Stock|NBB||
ITYBF|Imperial Tobacco Group plc Ordinary Shares (United Kingdom)|NBB||
ITYBY|Imperial Tobacco Group plc Sponsored ADR|NBB||
IUCDL|Ishares Ubs Composite Bd Index Fd Units Exchange Traded Fund|NBB||
IUNSF|iShares S&P/TSX Capped Energy Index ETF (Canada)|NBB||
IUNTF|iShares MSCI EAFE Index ETF CAD-Hedged (Canada)|NBB||
IUPTF|Isamu Paint Co Ltd. Ordinary Shares (Japan)|NBB||
IUSDF|As One Corp Ordinary Shares|NBB||
IUSPF|iShares S&P/TSX Capped REIT Index ETF (Canada)|NBB||
IUTCF|iShares S&P/TSX Global Gold Index ETF (Canada)|NBB||
IUTIL|Ishares Ubs Treasury Index Fd Units Exchange Traded Fund|NBB||
IUTSF|iShares S&P/TSX 60 Index ETF (Canada)|NBB||
IVAP|Prospect Ventures, Inc. Common Stock|NBB||
IVAY|Investigative Services Agencies Inc Common Stock|NBB||
IVBK|Intervisual Books, Inc. Common Stock|NBB||
IVCJF|Inventec Corp Ordinary Shares|NBB||
IVCO|Investco Corporation Common Stock|NBB||
IVCRB|Invacare Corporation Class B Common Stock|NBB||
IVDA|Iveda Solutions, Inc. Common Stock|BB|ACTIVE|
IVDN|Innovative Designs, Inc. Common Stock|NBB||
IVFH|Innovative Food Holdings, Inc. Common Stock|NBB||
IVFZF|Invictus Financial Inc. Common Stock|NBB||
IVGHF|Ivg Holding Ag Ordinary Shares|NBB||
IVISF|Investimentos Itau SA Ordinary Shares (Brazil)|NBB||
IVIXF|Invion Ltd Ordinary Shares (Austrailia)|NBB||
IVME|In Veritas Medical Diagnostics, Inc. Common Stock|NBB||
IVMX|Innovative Micro Technology, Inc. New Common Stock|NBB||
IVNSF|Invensys plc Ordinary Shares (United Kingdom)|NBB||
IVOB|INVO BioScience, Inc. Common Stock|NBB||
IVOD|iVoiceIdeas Inc Common Stock|NBB||
IVPAF|Ivanhoe Mines Ltd. Com CL A (Canada)|NBB||
IVRO|InVitro International Common Stock|NBB||
IVRVF|InnVest Real Estate Investment Trust - Trust Unit (Canada)|NBB||
IVSBF|Investor Ab Stockholm Fria B Ordinary Shares|NBB||
IVSBY|Investor AB Unsponsored ADR representing B shares (Sweden)|NBB||
IVSW|Intervision Network Corporation Common Stock|NBB||
IVSXF|Investor Ab Stockholm Fria B Ordinary Shares|NBB||
IVTFF|Innovation in Traffic Systems AG Karlsruhe Init AKT|NBB||
IVTJF|Investec plc Ordinary Shares|NBB||
IVTJY|Investec plc Unsponsored American Depository Receipt (United Kingdom)|NBB||
IVVI|Ivivi Technologies, Inc. Common Stock|NBB||
IVWFF|Ivernia Inc Ordinary Shares (Canada)|NBB||
IVXLF|Inventronics Ltd New Ordinary Shares (Canada)|NBB||
IWAL|iWallet Corporation. Common Stock|NBB||
IWCCF|Iwatsuka Confectionery Co Ltd. Shs (Japan)|NBB||
IWEB|IceWEB, Inc. Common Stock|BB|ACTIVE|
IWFSF|Infowave Software Inc New Ordinary Shares (Canada)|NBB||
IWKCF|Iwaki & Co Ltd Ordinary Shares (Japan)|NBB||
IWKS|AFP Imaging Corporation  Common Stock|NBB||
IWRGF|IWG Technologies Inc Ordinary Shares|NBB||
IWRI|Integrated Water Resources Inc Common Stock|NBB||
IWRS|Irwin Resources Inc. Common Stock|NBB||
IWSY|ImageWare Systems, Inc. Common Stock|NBB||
IXEH|IX Energy Holdings, Inc. Common Stock|NBB||
IXEUF|Impax Energy Svcs Income Tr Unit|NBB||
IXLCF|ISHARES S&P GLOBAL CONSUMER DISCRETIONARY INDEX ETF CAD HEDGED UNITS  (Canada)|NBB||
IXLDF|iShares S&P Global Industrials Index ETF (CAD-Hedged) (Canada)|NBB||
IXOG|Index Oil & Gas, Inc. Common Stock|NBB||
IXSBF|InNexus Biotechnology Inc. Ordinary Shares (Canada)|NBB||
IXSV|Intersecurity Holdings Corporation Common Stock|NBB||
IYXI|Inyx, Inc. Common Stock|NBB||
IZEA|IZEA Inc. Common|NBB||
IZIZF|iShares III plc Accum Shs (Ireland)|NBB||
IZML|Itzyourmall, Inc. Common Stock|NBB||
JABA|J.D. Hutt Corporation Common Stock|NBB||
JACO|Jaco Electronics, Inc. Common Stock|NBB||
JADA|Jade Art Group Inc. Common Stock|NBB||
JAEN|J A Energy Common|BB|ACTIVE|
JAGGF|Jaguar Mining Inc Ordinary Shares (Canada)|NBB||
JAGMF|J A G Mines Ltd Unclassified|NBB||
JAGR|Green Street Capital Corporation. Common Stock|NBB||
JAHI|Jordan American Holdings Inc Common Stock|NBB||
JAIRF|Japan Airport Terminal Co Ordinary Shares|NBB||
JAIVF|Japan Asia Investment Co Ltd Ordinary Shares|NBB||
JALA|Be Active Holdings, Inc. Common Stock|NBB||
JALC|John Adams Life Corporation Common Stock|NBB||
JAMGF|Jasper Mining Corp Ordinary Shares (Canada)|NBB||
JAMN|Jammin Java Corp. Common Stock|NBB||
JAMTF|Jagercor Energy Corp. Ordinary Shares (Canada)|NBB||
JAPAF|Japan Tobacco Ordinary Shares|NBB||
JAPAY|Japan Tobacco Unsponsored American Depository Receipt ( Japan)|NBB||
JAPSY|Japan Airlines Ltd Unsponsored ADR (Japan)|NBB||
JARLF|Jardine Matheson Hldgs Ltd Ord Ordinary Shares|NBB||
JASMY|Jasmine International Public Company Ltd Sponsored ADR (Thailand)|NBB||
JASTY|Jastrzebska Spolka Weglowa SA Unsponsored ADR (Poland)|NBB||
JASUF|Jasmine International Public Co Ltd Units Non-Voting Depositary Receipt (Thailand)|NBB||
JAUGF|Jet Gold Corporation Ordinary Shares (Canada)|NBB||
JAYAF|PT Jaya Konstruksi Manggala Pratama TBK Ordinary Shares (Indonesia)|NBB||
JAZTF|Jazztel plc Ordinary Shares (United Kingdom)|NBB||
JBARF|Julius Baer Gruppe AG Zuerich Namen - AKT (Switzerland)|NBB||
JBAXY|Julius Baer Group Ltd Unsponsored ADR (Switzerland)|NBB||
JBFCF|Jollibee Foods Corporation Ordinary Shares|NBB||
JBFCY|Jollibee Foods Corporation Unsponsored ADR (Philippines)|NBB||
JBKHF|Joban Kaihatsu Co., Ltd. Ordinary Shares (Japan)|NBB||
JBPB|Jefferson Bancshares Inc (AR) Common Stock|NBB||
JBPCF|Julius Baer Precious Metals Shs Holdings Klasse - A -|NBB||
JBSAF|JBS S.A. Ordinary Shares (Brazil)|NBB||
JBSAY|JBS S.A. Sponsored ADR (Brazil)|NBB||
JBSCF|Jobstreet Corporation Bhd Ordinary Shares (Malaysia)|NBB||
JBULF|Jubilee Gold Exploration Ltd Ordinary Shares (Canada)|NBB||
JCDAF|Jacada Ltd. Ordinary Shares|NBB||
JCDS|JC Data Solutions, Inc. Common Stock|NBB||
JCDXF|JC Decaux SA ACT|NBB||
JCDXY|JC Decaux SA Unsponsored ADR (France)|NBB||
JCKRF|Jacka Resources Ltd. Shs (Australia)|NBB||
JCLY|Jaclyn, Inc. Common Stock New|NBB||
JCOUF|Jean Coutu Group Pjc Inc Cl A Ordinary Shares|NBB||
JCYBF|JCY International Bhd Ordinary Shares (Malaysia)|NBB||
JCYCF|Jardine Cycle & Carriage Limited Ordinary Shares (Singapore)|NBB||
JCYGY|Jardine Cycle & Carriage Limited Unsponsored ADR|NBB||
JDGPF|JD Group Ltd Ordinary shares (South Africa)|NBB||
JDGRY|J D Group Ltd (South Africa) American Depositary Shares|NBB||
JDID|JD International Limited Common Stock|NBB||
JDKWY|Jordan Kuwait Bank Ord American Depositary Shares|NBB||
JDOGQ|John D. Oil and Gas Company Common Stock|NBB||
JDQTF|Jasdaq-Top20 ETF, Tokyo UNITS 2010 -without fixed maturity (Japan)|NBB||
JDSHF|Jardine Strategic Hldgs Ordinary Shares|NBB||
JDVB|Jeff Davis Bancshares Inc Common Stock|NBB||
JDWPF|J D Wetherspoon Plc-Ord Ordinary Shares|NBB||
JDWPY|J.D. Wetherspoon plc Sponsored ADR|NBB||
JECFF|Jura Energy Corporation Ordinary Shares (Canada)|NBB||
JEFFL|Fantex, Inc. Fantex Ser Alshon Jeffery Conv. Tracking Stk|NBB||
JEHLY|Johnson Electric Holdings Ltd Unsponsored American Depository Shares|NBB||
JELCF|Johnson Electric Holdings Ltd Ordinary Shares|NBB||
JERT|JER Investors Trust, Inc. New Common Stock|NBB||
JETMF|Jet Metal Corp (Canada)|NBB||
JEXYF|Jiangsu Expressway Company Limited Ordinary H Shares|NBB||
JEXYY|Jiangsu Expressway Co Lim Sponsored American Depositary Receipt representing H shares|NBB||
JFAIF|JPMorgan American Investment Trust PLC Ordinary Shares (UK)|NBB||
JFBC|Jeffersonville Bancorp Common Stock|NBB||
JFBF|Jefferson Bankshares, Inc. Common Stock|NBB||
JFBHF|Jungfraubahn Holding Ag Interlaken Namen-Akt. Shares (Switzerland)|NBB||
JFEEF|JFE Holdings Inc Ordinary Shares|NBB||
JFGI|Jacobs Financial Group, Inc. Common Stock|NBB||
JFIL|Jiu Feng Investment Hong Kong , Ltd. Common Stock|NBB||
JFKOF|Jafco Co Ltd Ordinary Shares|NBB||
JFOOF|Japan Foods Holding Limited Ordinary Shares (Singapore)|NBB||
JFROF|J. Front Retailing Co. Ltd. Ordinary Shares (Japan)|NBB||
JFWV|Jefferson Security Bank (W VA) Common Stock|NBB||
JGCCF|J G C Corp (F) Ordinary Shares|NBB||
JGCCY|J G C Corp (F) Unsponsored ADR (Japan)|NBB||
JGFCF|Jaguar Financial Corporation Ordinary Shares (Canada)|NBB||
JGLD|Jubilee4 Gold Inc. Common Stock|NBB||
JGLMY|Jiang Ling Motors Corp Ltd B Shs 144A|NBB||
JGPK|Jagged Peak, Inc. Common Stock|NBB||
JGSHF|J G Summit Hldgs Cl B Shs Ordinary Shares|NBB||
JGSMY|JG Summit Holdings Inc Unsponsored ADR (Phillippines)|NBB||
JHIUF|James Hardie Industries PLC Chess Depository Interests 1:1 (Ireland)|NBB||
JHPSF|Johnston Press Plc Ord 10 Par Ordinary Shares|NBB||
JHPSY|Johnston Press Plc Ord 10 Par Unsponsored ADR (United Kingdom)|NBB||
JHSFY|JHSF Participacoes SA Sponsored ADR 144A (Brazil)|NBB||
JHUHY|Jinhui Holding Co Ltd American Depositary Shares|NBB||
JIAXF|Jiangxi Copper Co Ltd H Shs Ordinary Shares|NBB||
JIDG|Joymain International Development Group Inc. Common Stock|BB|ACTIVE|
JINFF|China Gold International Resources Corp. Ltd. Ordinary Shares (Canada)|NBB||
JIXAY|Jiangxi Copper Co Ltd Sponsored ADR (China)|NBB||
JJPMZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt Hsg Dev & Infrastructure Ltd. (144A 3C7)|NBB||
JKCHZ|Jack Cooper Hldgs Corp Wt Pur Com Exp 12/15/17 144A|NBB||
JKCPZ|Jack Cooper Hldgs Corp Wts To Pur Shs CL B Com Stk 144A|NBB||
JKDG|JunkieDog.com, Inc. Common Stock|NBB||
JKEHY|John Keells Holdings Ltd 144A GDR|NBB||
JKELF|John Keells Holdings Ltd Reg S GDR|NBB||
JKFV|Jordan Kane Floor Coverings, Inc. New Common Stock|NBB||
JKMZZ|JPMorgan Chase Bank N A London Branch Indian Low Excercise Price Warrant LKD Tata Chemicals Ltd (144A 3C7), Expiring 6/30/2016|NBB||
JKNMZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Warrant 144A 3C7 Welspun Corp Ltd, Expiring 6/30/2016|NBB||
JKPMZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Warrant LKD Bharat Pete Ltd (144A 3C7), Expiring 6/30/2016|NBB||
JKPNZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Warrant 144A 3C7 (Suzlon Energy Ltd), Expiring 7/29/2016|NBB||
JKPOZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Warrant 144A 3C7 (ISPAT INDS LTD), Expiring 7/29/2016|NBB||
JKPPZ|JPMorgan Chase Bank N A London Branch Indian Low execise Price Warrant 144A 3C7 (Federal Bk Ltd) Expiring 7/29/2016|NBB||
JKXOY|J K X Oil & Gas Plc Sponsored ADR|NBB||
JLFNF|Japan Lifeline Co Ltd Ordinary Shares|NBB||
JLLM|Jolley Marketing, Inc. Common Stock|BB|ACTIVE|
JLMC|JLM Couture Inc. Common Stock|NBB||
JLMKF|Jolimark Holdings Limited Ordinary Shares (Cayman Islands)|NBB||
JLWT|Janel World Trade Ltd|NBB||
JMGXZ|JP Morgan Chase Bank NA London Branch Indian Low Exercise Price Warrant 144a 3C7 - Linked to Tech Mahindra Ltd|NBB||
JMGZZ|JP Morgan Chase Bank NA London Branch Indian Low Exercise Price Warrant 144a 3C7 (Indiabulls HSG Fin Ltd Shares)|NBB||
JMHLY|Jardine Matheson Holdings Ltd Unsponsored ADR|NBB||
JMHSF|James Halstead Plc Ordinary Shares (United Kingdom)|NBB||
JMIH|Jupiter Marine International Holdings, Inc. Common Stock|NBB||
JMNXF|Jiminex, Inc. Ordinary Shares (Canada)|NBB||
JMON|James Monroe Capital Corporation New Common Stock|NBB||
JMPLF|Johnson Matthey Public Ltd Co Ordinary Shares|NBB||
JMPLY|Johnson Matthey Public Ltd Co American Depositary Shares|NBB||
JMPNZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt Reliance Cap Ltd 144A 3C7 (Exp 10/24/18)|NBB||
JMPSZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt 144a 3C7 Lkd Ambuja Cements Ltd.|NBB||
JMSB|John Marshall Bank Common|NBB||
JMSN|Jameson Stanford Resources Corporation. NEW Common|NBB||
JMTKY|Jumptec Industrielle Computertechnik Ord Npv American Depositary Shares|NBB||
JNDOF|Jin Co  Ltd Ordinary Shares (Japan)|NBB||
JNES|Jonestown Bk & Tr Co Pa Common Stock|NBB||
JNEXF|Junex Inc Ordinary Shares|NBB||
JNGW|Jingwei International Limited Common Stock|NBB||
JNIPP|Juniper Group, Inc. 12% Convertible Preferred Stock|NBB||
JNMB|Jinhua Marine Biological (USA), Inc. Common Stock|NBB||
JNPC|Juniper Content Corporation Common Stock|NBB||
JNPKF|Jenoptik Ag Ordinary Shares (Germany)|NBB||
JNRDF|Jinro Distillers Co Ltd Ordinary Shares (South Korea)|NBB||
JNRFY|Japan Retail Fund Investment Corporation Sponsored ADR (Japan)|NBB||
JNROF|HITEJINRO CO LTD Shs (South Republic of Korea)|NBB||
JNSH|JNS Holdings Corporation Common Stock|NBB||
JNSTF|Jinhui Shipping & Trans Ltd Ordinary Shares (Bermuda)|NBB||
JNSTY|Jinhui Shipping & Trans Ltd American Depositary Shares|NBB||
JOBI|Soleil Capital L.P. Common Stock|NBB||
JODRF|Jourdan Res Inc New Common Shares (Canada)|NBB||
JOES|Eat at Joe's Ltd. Common Stock|NBB||
JOEY|Joey New York, Inc. Common Stock|NBB||
JOJMF|Joel Jerusalem Oil Exploration Ltd Ordinary Shares|NBB||
JOMPZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt Motherson Sumi Sys Ltd 144A 3C7|NBB||
JOYOF|Joyo Bank Ordinary Shares|NBB||
JPAAZ|JP Morgan Chase Bank NA London Branch Chinese Low Exercise Price Warrant Linked to Great Wall Jiujia 144a 3C7|NBB||
JPABZ|JP Morgan Chase Bank NA London Branch Chinese Low Exercise Price Warrant Linked Jingfu Fund 144a 3C7|NBB||
JPACZ|JP Morgan Chase Bank NA London Branch Indian Low Exercise Price Warrant 144a 3C7 Aditya Birla Nuva Ltd|NBB||
JPAK|Jpak Group, Inc. Common Stock|NBB||
JPAPZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt Jaiprakash Pwr Ventures Ltd 144A 3C7|NBB||
JPAQZ|JPMorgan Chase Bank N A London Branch VIETNAM LOW EXERCISE PRICE WT 144A 3C7 (PHA LAI THERMAL PWR JSC) (Expires 01/13/2015) (United States)|NBB||
JPAVF|Japan Aviation Electr Ltd Ordinary Shares|NBB||
JPBBZ|JPMorgan Chase Bank N A London Branch TAIWANESE LOW EXERCISE PRICE 144A 3C7 WT TPK HLDG CO LTD (United States) Expires 10/29/2015|NBB||
JPBOZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXCERCISE PRICE WT LKD KEC INTL LTD (144A 3C7) (United States) Expires 12/30/2015|NBB||
JPBYZ|JPMorgan Chase Bank N A London Branch Vietnam Low Exercise Price Wt 144A 3C7 Tan Tao Invt Ind Expiring 12/16/2014|NBB||
JPCB|J.P. Cabot Realty, Inc. Common Stock|NBB||
JPCCZ|JPMorgan Chase Bk NA Columbus Ohio VIETNAM LOW EXERCISE PRICE WT 144A 3C7 PETROVIETNAM (WELL SVCS JSC) (Expires 12/15/2014)|NBB||
JPCDZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT LKD NTPC LTD 144A 3C7 (United States) Expires 04/26/2016|NBB||
JPCHZ|JPMorgan Chase Bank N A London Branch VIETNAM LOW EXERCISE PRICE WT 144A 3C7 VINCOM JSC (Expires 12/16/2014)|NBB||
JPCKZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT LKD SUN PHARMACEUTICAL (INDUSTRIES LTD 144A 3C7) (United States) Expires 04/26/2016|NBB||
JPCLZ|JPMorgan Chase Bank N A London Branch VIETNAM LOW EXERCISE PRICE WT 144A 3C7 (REFRIGERATION ELECTRICAL ENGINEERING) (Expires 04/07/2015)|NBB||
JPCMZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT LKD TATA POWER CO LTD 144A 3C7 (United States) Expires 04/26/2016|NBB||
JPCPZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT LKD RELIANCE (COMMUNICATIONS LTD 14A 3C7) (United States) (Expires 04/26/2016)|NBB||
JPCQZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT LKD RELIANCE INFRASTRUCTURE (144A 3C7) (United States) Expires 04/26/2016|NBB||
JPCSZ|JPMorgan Chase Bank N A London Branch Vietnam Low exercise Price Warrant 144A 3C7 Petrovietnam (Construction Co) Expiring 5/20/2016|NBB||
JPCWZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt 144A 3C7 Hexa Tradex Ltd|NBB||
JPCXZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT 144A 3C7 UNITED BREWERIES LTD (United States) Expires 11/02/2016|NBB||
JPCZZ|JPMorgan Chase Bank N A London Branch KOREAN LOW EXERCISE PRICE WT HYUNDAI HEAVY INDS CO LTD (144A 3C7) (United States) Expires 06/08/2016|NBB||
JPDCZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT LKD TITAN INDUSTRIES LTD (144A 3C7) (United States) Expires 04/26/2016|NBB||
JPDPZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT LKD DR REDDYS LABS (144A 3C7) (United States) Expires 04/26/2016|NBB||
JPDYY|Japan Display, Inc. Unsponsored American Depository Receipt (Japan)|NBB||
JPEI|JPE, Inc. Common Stock|NBB||
JPEX|JPX Global, Inc. Common|NBB||
JPFSZ|JP Morgan Chase Bank NA London Branch CHINESE LOW EXERCISE PRICE WT 144A 3C7 (HANXING FD) (United States) Expires 03/16/2015|NBB||
JPGMZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt Thomas Cook India Ltd (144A 3C7)|NBB||
JPGPZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT 144A 3C7 (JAIN IRRIGATION SYS LTD) (United States) Expires 11/19/2014|NBB||
JPHNF|Josephine Mining Corp. Ordinary Shares (Canada)|NBB||
JPIAZ|JPMorgan Chase Bank N A London Branch VIETNAM LOW EXERCISE PRICE WT 144A 3C7 (FPT CORP) (Expires 01/13/2015)|NBB||
JPIFZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt India Infoline Ltd Expiring 12/14/2017|NBB||
JPIHZ|JPMorgan Chase Bank N A London Branch VIETNAM LOW EXCERCISE PRICE WT PETROVIETNAM 144A 3C7 (& CHEMICAL JSC)|NBB||
JPIRZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT JINDAL SAW LTD 144A 3C7 Expires 10/04/2016 (United States)|NBB||
JPITZ|JPMorgan Chase Bank N A London Branch CHINESE LOW EXERCISE PRICE WT 144A 3C7 (PUFENG FD) (United States) Expires 12/02/2015|NBB||
JPIVF|jpMorgan Indian Investment Trust Plc Ordinary shares (United Kingdom)|NBB||
JPIZZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT 144A 3C7 APOLLO HOSPITALS (ENTERPRISE) (United States) Expires 11/02/2016|NBB||
JPJAZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt Bajaj Finserv Ltd 144A 3C7|NBB||
JPJEZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt JSE Energy 144A 3C7|NBB||
JPKMZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Warrant LKD Balrampur Chini Mills Ltd (144A 3C7), Expiring 6/30/2016|NBB||
JPKSZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Warrant 144A 3C7 (Bajaj Auto LT) Expiring 7/29/2016|NBB||
JPKTZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Warrant 144A 3C7 (HCL Technologies Ltd) Expiring 7/29/2016|NBB||
JPKYZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Warrant 144A 3C7 Hindalco Inds Ltd, Expiring 6/30/2016|NBB||
JPLFZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt 144A 3C7 Hathaway Cables & (Datacom) Expiring 02/09/2015|NBB||
JPLSZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price WT 144A 3C7 Jubilant Foodworks (Ltd)|NBB||
JPLUZ|JPMorgan Chase Bank N A London Branch Indian Low Ex Pr Wt 144a 3c7 Videocon Inds Ltd|NBB||
JPLVZ|JPMorgan Chase Bank N A London Branch Indian Low Ex Pr Wt 144a 3c7 Shree Cement Ltd.|NBB||
JPLXZ|JPMorgan Chase Bank N A London Branch CHINESE LOW EXCERCISE PRICE WT LKD TO TONGYI FD 144A 3C7|NBB||
JPLZW|JPMorgan Chase Bank N A London Branch VIETNAM LOW EXERCISE PRICE WTS LKD JSC BK FOREIGN TRADE (United States) Expires 10/14/2016|NBB||
JPLZZ|JPMorgan Chase Bank N A London Branch CHINESE LOW EXERCISE PRICE WT 144A 3C7 (TAIHE FD)|NBB||
JPMAZ|J P Morgan Chase & Co Indian Low Exercise Price 144a IFCI Ltd|NBB||
JPMEZ|J P Morgan Chase & Co Indian Low Exercise Price 144a Kotak Mahindra Bank|NBB||
JPMKZ|JPMorgan Chase Bank N A London Branch Vietnam Low Exercise Price Wt 144A 3C7 (HOA PHAT GROUP JSC)|NBB||
JPMLZ|JPMorgan Chase Bank N A London Branch Indian Low Exercise Price Wt 144A 3C7|NBB||
JPMMZ|JPMorgan Chase Bank N A London Branch INDIAN LOW EXERCISE PRICE WT 144A 3C7 SIEMENS LTD (United States) Expires 11/02/2016|NBB||
JPMNZ|JP Morgan Chase Bank NA London Branch Korean Low Exercise Price Wt 144A 3C7 Dbg Finl Group|NBB||
JPMPZ|JPMorgan Chase Bank N A London Branch VIETNAM LOW EXERCISE PRICE WT 144A 3C7 (GEMADEPT CORP) (United States) Expires 12/03/2014|NBB||
