Symbol|Security Name|Market Category|Status|Test Issue
IHSZF|iShares II plc Ordinary Shares (Ireland)|NBB||
IHTI|Integrative Health Technologies, Inc. Common Stock|NBB||
IHUBY|ADVFN Plc Sponsored ADR (UK)|NBB||
IIBK|Idaho Independent Bank (Coeur d'Alene, ID) Common Stock|BB|ACTIVE|
IICN|China Intelligence Information Systems, Inc. Common Stock|NBB||
IIDG|Innovative Impact Design, Inc. Common Stock|NBB||
IIFIF|Industrial & Infrastructure Fund Investment Corp., Tokyo Ordinary Shares (Japan)|NBB||
IIKKF|Iino Kaiun Kaisha Ltd Ordinary Shares|NBB||
IINHF|Imagi International Holdings Ltd Ordinary Shares (Bermuda)|NBB||
IINHY|Imagi International Holdings Ltd Sponsored ADR (Bermuda)|NBB||
IIPZF|InterRent Real Estate Investment Trust Ordinary Trust Units (Canada)|NBB||
IIREF|IShares MSCI World Ordinary Shares (Ireland)|NBB||
IISLF|I.I.S. Intelligent Information Systems Limited Ordinary Shares|NBB||
IISX|Integrated Information Systems, Inc. Common Stock|NBB||
IITOF|Intesa Sanpaolo Spa Svgs Shs Non Conv (Italy)|NBB||
IITSF|Intesa Sanpaolo Spa Ordinary Shares (Italy)|NBB||
IJERF|Intec Pharma Ltd, Jerusalem Ordinary Shares (Israel)|NBB||
IJJP|IJJ Corporation Common Stock|NBB||
IJMCF|IJM Corporation BHD Ordinary Shares (Malaysia)|NBB||
IJSHF|IShares Plc Ordinary shares (Ireland)|NBB||
IKBDF|IKB Deutsche Industriebank Ag AKT (Germany)|NBB||
IKMA|IntelaKare Marketing, Inc. Common Stock|NBB||
IKSGY|Irkutskenergo Ord American Depositary Shares|NBB||
IKTO|iTokk, Inc. Common Stock|NBB||
IKTSF|Intertek Group Plc Ordinary Shares (UK)|NBB||
IKTSY|Intertek Group Plc Unsponsored ADR (UK)|NBB||
ILADF|Iliad Africa Ltd Ordinary shares (South Africa)|NBB||
ILAS|International Airline Support Group, Inc. Common Stock|NBB||
ILCM|Illinois Community Bancorp Common Stock|NBB||
ILCN|International City Bk Long Beach Calif Common Stock|NBB||
ILDIA|Inspiration Lead, Inc. Class A Common Stock|NBB||
ILDO|Intl Daleco Corp Common Stock|NBB||
ILED|Evolucia, Inc. Common Stock|NBB||
ILHL|International Leisure Hosts, Ltd. Common Stock|NBB||
ILHMF|International Lithium Corp. Ordinary Shares (Canada)|NBB||
ILIAF|Iliad Akt (France)|NBB||
ILIAY|Iliad S A Unsponsored ADR (France)|NBB||
ILII|Illini Corporation New Common Stock|NBB||
ILIM|IL2M International Corp. Common Stock|NBB||
ILISF|Divergent Energy Services Corp. Ordinary Shares (Canada)|NBB||
ILIU|Interleukin Genetics, Inc. Common Stock|NBB||
ILIV|Intelligent Living Inc.  (NV) Common Stock|NBB||
ILKAF|Iluka Resources Ltd Ordinary Shares|NBB||
ILKAY|Iluka Resources Ltd Unsponsored ADR (Australia)|NBB||
ILKG|Interlink Global Corporation  Common Stock|NBB||
ILMCF|IDM International Ltd Ordinary Shares (Australia)|NBB||
ILMCY|IDM International Limited Sponsored American Depository Receipt (Australia)|NBB||
ILNLF|INV Metals Inc. Common shares (Canada)|NBB||
ILNS|Intellect Neurosciences, Inc. Common Stock|NBB||
ILOVY|Illovo Sugar Ltd. Unsponsored ADR Level 1 (South Africa)|NBB||
ILPMF|Permanent TSB Group Holdings PLC Ordinary Shares (Ireland)|NBB||
ILPMY|Permanent TSB Group Holdings plc Sponsored ADR (Ireland)|NBB||
ILST|International Star, Inc. Common Stock|NBB||
ILUS|Ilustrato Pictures International Inc. (NEW) Common Stock|NBB||
ILVOF|Illovo Sugar Ordinary Shares|NBB||
ILXP|International Luxury Products, Inc. Common Stock|NBB||
IMAG|ImageMax, Inc. Common Stock|NBB||
IMAHF|I-Minerals Inc Ordinary Shares (Canada)|NBB||
IMASF|Inmarsat Plc London Ordinary Shares (United Kingdom)|NBB||
IMASY|Inmarsat Plc London Unsponsored ADR (United Kingdom)|NBB||
IMCC|IMC Mortgage Company Common Stock|NBB||
IMCI|Infinite Group Inc. Common Stock|NBB||
IMCL|Immunoclin Corporation Common Stock|BB|ACTIVE|
IMDC|In Media Corporation. Common Stock|NBB||
IMDXF|Imdex Ltd Ordinary Shares|NBB||
IMEED|Bluestone Resources, Inc. Ordinary Shares (Canada)|NBB||
IMGI|ImaginOn, Inc. Common Stock|NBB||
IMGKY|Imaginatik Plc, London Unsponsored ADR (UK)|NBB||
IMGR|Infinity Medical Group, Inc. Common Stock|NBB||
IMGTY|Imagination Technologies Group Unsponsored ADR (United Kingdom)|NBB||
IMGX|Image Metrics, Inc.  Common Stock|NBB||
IMHC|Imperalis Holding Corp. Common Stock|NBB||
IMHDF|Isetan Mitsukoshi Holdings Ltd Ordinary Shares (Japan)|NBB||
IMIAF|Imi Plc Ordinary Shares|NBB||
IMIAY|IMI PLC Sponsored American Depository Receipt (United Kingdom)|NBB||
IMII|Inception Mining Inc. Common Stock|BB|ACTIVE|
IMIMY|I M A Industria Macchine Automatiche S P A Unsponsored ADR (Italy)|NBB||
IMIOF|Indo Mines Ltd Ordinary Shares (Shares)|NBB||
IMJX|Imagexpres Corporation Common Stock|NBB||
IMKI|Immediatek, Inc. Common Stock|NBB||
IMLE|TransBiotec, Inc. Common Stock|NBB||
IMLFF|InMed Pharmaceuticals, Inc. Ordinary Shares (Canada)|NBB||
IMLLF|International Meal Company Holdings SA, Sao Paolo Ordinary Shares (Brazil)|NBB||
IMLMF|International Millennium Mng Corp Common Shares (Canada)|NBB||
IMMA|Interactive Multi-Media Auction Corp Common Stock|BB|ACTIVE|
IMMB|Immunotech Laboratories Inc Common Stock New|NBB||
IMMD|Immudyne Inc Common Stock|NBB||
IMMM|INTERMEDIA MARKETING SOLUTIONS INC Common Stock|NBB||
IMMNF|Immunodiagnostic Systems Holdings PLC Ordinary Shares (United Kingdom)|NBB||
IMMTF|Immunotec Inc Ordinary Shares (Canada)|NBB||
IMMVF|ImmunoVaccine Inc Ordinary Shares (Canada)|NBB||
IMMZF|Immofinanz  Ag Ordinary shares (Austria)|NBB||
IMNG|iMing Corp. Common Stock|NBB||
IMNZY|Immofinanz  Ag Sponsored ADR (Austria)|NBB||
IMPHO|Impac Mortgage Holdings, Inc. Preferred Series C|NBB||
IMPHP|Impac Mortgage Holdings, Inc. Preferred Series B|NBB||
IMPJY|Salini Impregilo S.p.A. Unsponsored ADR representing Post Reorganization Shares (Italy)|NBB||
IMPUF|Impala Platinum Holdings Ltd Ordinary Shares (South Africa)|NBB||
IMPUY|Impala Platinum Holdings Ltd Sponsored ADR (South Africa)|NBB||
IMQCF|Inmobiliaria Colonial SA ICSA Ordinary Shares (Spain)|NBB||
IMROY|IMMURON LTD Sponsored ADR (Australia)|NBB||
IMRXF|Industria E Comercio Eucatex SA Ectx Preferred Shares (Brazil)|NBB||
IMSC|Implant Sciences Corporation Common Stock|NBB||
IMSTE|International Metals Streaming Corp.  Common Stock|NBB||
IMSU|iTech Medical, Inc. Common Stock|NBB||
IMTC|Imogo Mobile Technologies Corp. Common Stock|NBB||
IMTEF|Royal Imtech NV Ordinary Shares (Netherlands)|NBB||
IMTFF|International Montoro Resources Inc Ordinary Shares (Canada)|NBB||
IMTL|Image Technology Laboratories, Inc. Common Stock|NBB||
IMTO|InterMetro Communications, Inc. Common Stock|NBB||
IMTS|Interactive Motorsports and Entertainment Corp|NBB||
IMUT|Immune-Tree International, Inc. Common Stock|NBB||
IMWL|Imusic Worlwide Ltd. Common Stock|NBB||
IMXXF|Impax Environmental Mark PLC Ordinary Shares (UK)|NBB||
IMYBY|Inner Mongolia Yitai Coal Co Ltd American Depositary Shares (Unsponsored) (China)|NBB||
IMYN|Immunosyn Corporation Common Stock|NBB||
IMYSF|Imerys SA Ordinary Shares (France)|NBB||
IMYSY|Imerys SA Unsponsored ADR (France)|NBB||
INAAL|Viver Incorporadora E Construtora SA Sponsored GDR 144A (Brazil)|NBB||
INAN|InterNatural Pharmaceuticals Inc Common Stock|NBB||
INAR|InternetArray, Inc. Common Stock|NBB||
INAX|InAmerica, Inc. Common Stock (DE)|NBB||
INBI|Infusion Brands International, Inc. . Common Stock|NBB||
INBP|Integrated BioPharma, Inc. Common Stock|NBB||
INCAF|Inca One Gold Corporation Ordinary Shares (Canada)|NBB||
INCC|International Consolidated Companies, Inc. Common Stock|NBB||
INCDZ|Independence Contract Drilling Inc Common 144a|NBB||
INCKF|Iron Creek Capital Corp. Common shares (Canada)|NBB||
INCM|Innocom Technology Holdings, Inc. Common Stock|NBB||
INDCF|Indochine Mining Ltd, Sydney NSW Ordinary Shares (Australia)|NBB||
INDFF|Indofood Agri Resources Ltd Ordinary shares (Singapore)|NBB||
INDFY|Indofood Agri Resources Ltd Unsponsored ADR (Singapore)|NBB||
INDOY|Indorama Ventures Public Company Limited Unsponsored ADR (Thailand)|NBB||
INDQY|Index Holdings Tokyo Unsponsored ADR (Japan)|NBB||
INDR|Indie Ranch Media Inc Common Stock|NBB||
INDVF|Indigo Vision Group Plc Ordinary shares (United Kingdom)|NBB||
INFCF|3I Infrastructure Limited Ordinary Shares (Jersey)|NBB||
INFG|Infinite Graphics, Inc. Common Stock|NBB||
INFO|Metro One Telecommunications, Inc. Common Stock|NBB||
INFQF|Infrastructure India PLC, Douglas Ordinary Shares (Isle of Man)|NBB||
INFSY|Infinis Energy PLC Unsponsored ADR (United Kingdom)|NBB||
INFX|Infinex Ventures, Inc. New Common Stock|NBB||
INGIF|Cie Industrielle Et Financiere D Ingenierie SA Ingenico Ordinary Shares (France)|NBB||
INGIY|Ingenico S.A. Unsponsored ADR (France)|NBB||
INGVF|Ing Groep Nv Certificates of Shares|NBB||
INGXF|Innergex Renewable Energy Inc Common shares (Canada)|NBB||
INHC|Innolog Holdings Corp Common Stock|NBB||
INHZF|India Hospitality Corporation Ordinary Shares (Cayman Islands)|NBB||
INII|Insight ID, Inc. NEW (WY) Common Stock|NBB||
INIS|International Isotopes Inc. Common Stock|BB|ACTIVE|
INITF|iShares Canadian Short Term Bond Index ETF (Canada)|NBB||
INIV|Innovative Software Technologies, Inc. Common Stock|NBB||
INIX|Ifinix Corporation. Common Stock|NBB||
INKN|Shrink Nanotechnologies, Inc. Common Stock|NBB||
INKS|InkSure Technologies, Inc. Common Stock|NBB||
INLC|Inelco Corporation Common Stock|NBB||
INLL|Intellisense Solutions Inc Common Stock|BB|ACTIVE|
INLX|Intellinetics, Inc. Common Stock|BB|ACTIVE|
INNAZ|Innovacare Inc. Com 144A (Puerto Rico)|NBB||
INNG|Indiana Nat Gas Corp Common Stock|NBB||
INNHF|Intl Northair Mines Ltd Ordinary Shares|NBB||
INNI|Innovaro Inc Common Stock|NBB||
INNO|Innocap Inc Common Stock|NBB||
INNP|Innolife Pharma Inc. Common Stock|NBB||
INNV|Innovus Pharmaceuticals, Inc. Common Stock|NBB||
INNX|Infinite Networks Corporation Common Stock|NBB||
INNZF|Independent News & Media Plc Ordinary Shares (Ireland)|NBB||
INNZY|Independent News & Media Plc Unsponsored ADR (Ireland)|NBB||
INOH|In Ovations Holdings, Inc. Common Stock (CO)|NBB||
INOL|InoLife Technologies, Inc. Common Stock|NBB||
INOW|InfoNow Corporation Common Stock|NBB||
INPAP|International Paper Company $4.00 Preferred Stock|NBB||
INPCF|Input Capital Corp Com (Canada)|NBB||
INPRF|Inspur International Ltd Ordinary Shares (Cayman Islands)|NBB||
INPT|Integrated Inpatient Solutions, Inc. Common Stock|NBB||
INRD|Inrad Optics, Inc. Common Stock|NBB||
INRLF|Valneva SE Ordinary Shares (France)|NBB||
INRPZ|Inretail Peru Corporation Common 144a|NBB||
INSA|Invisa, Inc Common Stock|NBB||
INSIF|Insuline Medical Ltd, Petach-Tikva Ordinary Shares (Israel)|NBB||
INSV|InSite Vision Incorporated Common Stock|NBB||
INTB|Intelligent Buying, Inc. Common|NBB||
INTH|InnoTech Corporation Common Stock|NBB||
INTHY|Intouch Holdings Public Company Ltd. American Depositary Shares|NBB||
INTIF|Intime Retail Group Co Ltd Ordinary Shares (Cayman Islands)|NBB||
INTIY|Intime Retail Group Company Limited Unsponsored ADR (Cayman Islands)|NBB||
INTK|Industrial Nanotech Inc Common Stock|NBB||
INTO|Initio, Inc. Common Stock|NBB||
INTP|Integrated Pharmaceuticals, Inc. Common Stock|NBB||
INTYF|Interior Services Group PLC Ordinary Shares (United Kingdom)|NBB||
INTZ|Intrusion Inc. Common Stock|NBB||
INUIF|Inui Steamship Co Ltd Ordinary Shares (Japan)|NBB||
INVA|Inova Technology, Inc. Common Stock|NBB||
INVC|Innovative Card Technologies, Inc. Common Stock|NBB||
INVGF|Innovation Grp Plc Ordinary Shares|NBB||
INVI|Integral Vision, Inc. Common Stock|NBB||
INVU|Investview Inc. Common Stock|NBB||
INXMF|Inexco Mining Corp. Ordinary Shares (Canada)|NBB||
INXSF|In-Touch Survey Systems, Ltd. (Canada) Ordinary Shares|NBB||
INZZZ|Inland Land Appreciation Fund|NBB||
IOBCF|Ion Beam Applications Sa Ion Beam Applications Sa ACT|NBB||
IOCJF|Iochpe Maxion S A MYPX Ordinary Shares (Brazil)|NBB||
IOCJY|Iochpe Maxion SA Sponsored American Depositary Shares repstg Pfd Shares|NBB||
IOFB|Iowa First Bancshares Corp. Common Stock|NBB||
IOFNF|Iofina Plc, London Ordinary shares (United Kingdom)|NBB||
IOGA|Inscor, Inc. Common Stock|NBB||
IOGC|International Oil & Gas, Inc. New Common Stock|NBB||
IOGIF|Ironhorse Oil & Gas Inc. Ordinary Shares (Canada)|NBB||
IOIOF|IOI Corporation BHD Ordinary Shares (Malaysia)|NBB||
IOMG|I/O Magic Corporation Common Stock|NBB||
IOMT|Isomet Corporation Common Stock|NBB||
IONAF|Iona Energy, Inc. Ordinary Shares (Canada)|NBB||
IOOFF|Ioof Holdings Ltd Ordinary Shares (Australia)|NBB||
IOOFY|Ioof Holdings Ltd American Depositary Shares (Sponsored) (Australia)|NBB||
IOOXF|iShares Core Canadian Long Term Bond Index ETF (Canada)|NBB||
IORG|INTREorg Systems, Inc. Common Stock|NBB||
IOSA|Information Systems Associates, Inc.Class A Stock NEW|NBB||
IOUFF|IOU Financial Inc Ordinary Shares (Canada)|NBB||
IPAH|Interpharm Holdings Inc. Common Stock|NBB||
IPDQF|Impedimed Ltd Ordinary Shares (Australia)|NBB||
IPFPF|International Personal Finance Plc, Leeds Ordinary shares (United Kingdom)|NBB||
IPFPY|International Personal Finance PLC Unsponsored American Depository Receipt (United Kingdom)|NBB||
IPGDF|INDEPENDENCE GOLD NL Ordinary Shares (Australia)|NBB||
IPGLF|Interpump Group Spa Ordinary Shares|NBB||
IPGOF|SALINI IMPREGILO SPA Ordinary Shares (Italy)|NBB||
IPGRY|ITC Properties Group Ltd Unsponsored ADR (Bermuda)|NBB||
IPGXY|Investimentos Part Gesta American Depositary Shares|NBB||
IPGYY|Interpump Group Spa Unsponsored ADR (Italy)|NBB||
IPHXF|Phoenix Holdings Ltd. (Israel)|NBB||
IPHYF|Innate Pharma, Marseille Shares Nom Cat -A- (France)|NBB||
IPKL|iPackets International, Inc. Common Stock|NBB||
IPKSF|Intl Parkside Products Inc Ordinary Shares|NBB||
IPLB|iPure Labs, Inc. Common Stock|NBB||
IPLO|International Packaging and Logistics Group, Inc. Common Stock|NBB||
IPLRF|Indophil Resources NL Ordinary Shs|NBB||
IPLY|Interplay Entertainment Corp. Common Stock|NBB||
IPMG|International Precious Minerals Group, Inc. Common Stock|NBB||
IPMLF|Imperial Metals Corporation New Common Stock|NBB||
IPMN|Imperial Petroleum, Inc. Common Stock|NBB||
IPOAF|Industrias Penoles Cl B Ser 2 Ordinary Shares|NBB||
IPOW|IPOWorld. COMMON Stock|NBB||
IPPLF|Inter Pipeline Ltd (Canada)|NBB||
IPPQF|Iplayco Corp. Ltd. Ordinary Shares (Canada)|NBB||
IPPXF|International Public Partnerships Ltd Ordinary Shares (Guernsey)|NBB||
IPRC|Imperial Resources, Inc Common Stock|NBB||
IPRU|Innovative Product Opportunities, Inc Common Stock|NBB||
IPSBF|Impulsora del Desarrollo Economico de America Latina Sa de Cv Shares -B-1- (Mexico)|NBB||
IPSBY|Impulsora del Desarrollo Economico de America Latina Sa de Cv Sponsored ADR (Mexico) Reporting Shares Series B|NBB||
IPSEF|Ipsen Promesses Ordinary Shares (France)|NBB||
IPSEY|Ipsen S.A. Sponsored ADR (France)|NBB||
IPSOF|Ipsos Ordinary Shares|NBB||
IPSOY|Ipsos American Depositary Shares (Unsponsored) (France)|NBB||
IPTK|AS-IP Tech, Inc. Common Stock|NBB||
IPTV|IPTV Corporation Common Stock|NBB||
IPUB|indiePub Entertainment, Inc. Common Stock|NBB||
IPWG|International Power Group Ltd Common Stock|NBB||
IPWLG|Indianapolis Power & Light 4.60% Preferred Stock|NBB||
IPWLK|Indianapolis Power & Light 5.65% Preferred Stock|NBB||
IPWLN|Indianapolis Power & Light 4.80% Preferred Stock|NBB||
IPWLO|Indianapolis Power & Light 4.20% Preferred Stock|NBB||
IPWLP|Indianapolis Power & Light 4% Preferred Stock|NBB||
IPXFF|Santa Rosa Resources Corp. Ordinary Shares (Canada)|NBB||
IPXHF|Inpex Corporation Ordinary Shares (Japan)|NBB||
IPXHY|Inpex Corporation Unsponsored ADR (Japan)|NBB||
IPZYF|IP Group PLC Ordinary Shares (United Kingdom)|NBB||
IQEPF|IQE Plc Ordinary Shares|NBB||
IQEPY|IQE Plc Unsponsored ADR (United Kingdom)|NBB||
IQNDY|IQnovate Ltd Sponsored ADR (Australia)|NBB||
IQPOF|iQ Power AG Namen AKT (Switzerland)|NBB||
IRAD|Rad Source Technologies, Inc. Common Stock|NBB||
IRAOL|Inter Rao UES Sponsored GDR 144A (Russia)|NBB||
IRAVF|Isra Vision AG Ordinary Shares (Germany)|NBB||
IRBGY|Ironbark Zinc Ltd Sponsored ADR New (Australia)|NBB||
IRBL|Inrob Tech, Ltd. Common Stock|NBB||
IRBS|IR Biosciences Holdings, Inc. Common Stock|NBB||
IRBZF|Ironbark Zinc Ltd Common Shares (Austrailia)|NBB||
IRCE|Interline Resources Corporation Common Stock|NBB||
IRCKF|Inter Rock Minerals Inc (Barbados) Ordinary Shares|NBB||
IRCUF|Irish Continental Group Plc Units (Ireland)|NBB||
IRCWF|IRC Ltd Hong Kong Ordinary Shares (Hong Kong)|NBB||
IRDDA|Iridium Communications Inc PERP PFD CONV SER A|NBB||
IRDEF|Iren SPA Ordinary shares (Italy)|NBB||
IRDEY|Iren SPA Unsponsored ADR (Italy)|NBB||
IRDYF|Intl Road Dynamics Inc Cl A Ordinary Shares|NBB||
IREHF|Integrated Research Ltd Ordinary Shares (Australia)|NBB||
IREP|Interep National Radio Sales, Inc. Class A Common Stock|NBB||
IRGIF|Imvescor Restaurant Group Inc. Ordinary Shares (Canada)|NBB||
IRIDQ|Iridium World Communications Ltd. A Shares (United Kingdom)|NBB||
IRIG|Integrated Drilling Equipment Holdings Corp. Common|NBB||
IRIGU|Integrated Drilling Equipment Holdings Corp. UNIT 1 COM & 1 WT EXP|NBB||
IRIGW|Integrated Drilling Equipment Holdings Corp. Warrants Expiring 12/15/2017|NBB||
IRIIZ|Iridium Communications Inc Perp Pfd Conv Ser A 144A|NBB||
IRKTY|Irkut Corporation Sponsored ADR (Russia)|NBB||
IRLBF|Bank Of Ireland The Governor & Co of the Bank of Ireland Euro.64 Ordinary Shares|NBB||
IRLCF|Israel Corp Ordinary Shares|NBB||
IRLCY|Israel Corp Unsponsored American Depository Receipt (Israel)|NBB||
IRLD|Ireland Inc. Common Stock|NBB||
IRLTF|Intralot SA - Integrated IT Systems and Lottery Services Ordinary Shares|NBB||
IRLTY|Intralot Sa Unsponsored ADR (Greece)|NBB||
IRMGF|Inspiration Mining Corp Ordinary Shares|NBB||
IRNCF|Ironclad Mining Ltd Ordinary Shares (Austrailia)|NBB||
IRNG|International Ranger Corp. Common Stock|NBB||
IRNHF|Iron Ore Holdings Ltd Ordinary shares (Australia)|NBB||
IRNNQ|Iron Mining Group, Inc. Common Stock|NBB||
IRNRF|Iron Road Ltd., West Perth WA Ordinary Shares (Australia)|NBB||
IRNS|Ironstone Group Inc Common Stock|NBB||
IROG|Ironwood Gold Corp. Common Stock|NBB||
IROIF|Interoil Exploration and Production Asa Ordinary shares (Norway)|NBB||
IRPSY|IRPC Public Company Limited Unsponsored ADR (Thailand)|NBB||
IRPTF|IRPC Public Company Limited Shares Foreign Registered (Thailand)|NBB||
IRRHF|Interroll Holdings SA Santonino Ordinary Shares (Switzerland)|NBB||
IRRSF|Interra Resources Ltd Ordinary Shares (Singapore)|NBB||
IRSB|Iris Biotechnologies, Inc. Common Stock|NBB||
IRSHF|iShares Core S&P/TSX Capped Composite Index ETF (Canada)|NBB||
IRWPQ|Irwin Financial Corporation 8.70% Cumulative Trust Preferred Securities|NBB||
ISAGY|Isagen SA Sponsored ADR (Columbia)|NBB||
ISALF|Pawnee Energy Ltd. Ordinary Shares  (Australia)|NBB||
ISARF|iShares Canadian Universe Bond Index ETF (Canada)|NBB||
ISAT|ISA Internationale Inc. Common Stock|NBB||
ISBA|Isabella Bank Corporation Common Stock|NBB||
ISBH|Isbre Holding Corp Common Stock|NBB||
ISBL|Ise Blu Equity Corp Common Stock|NBB||
ISCB|International Speedway Corporation Class B|NBB||
ISCIQ|ISC8 Inc. Common Stock|NBB||
ISCO|International Stem Cell Corporation Common Stock|NBB||
ISDAF|Israel Disc Bk Ltd Cl A Ordinary Shares|NBB||
ISDAY|Israel Discount Bank Ltd Unsponsored ADR representing Class A Shares (Israel)|NBB||
ISDCF|Inside Secure Ordinary Shares (France)|NBB||
ISDJF|iShares Canadian Select Dividend Index ETF (Canada)|NBB||
ISDN|Globalnet Systems Ltd Common Stock|NBB||
ISDSF|Isign Media Solutions Inc. Ordinary Shares (Canada)|NBB||
ISDXF|iShares Canadian Corporate Bond Index ETF (Canada)|NBB||
ISEF|Istec-Inds & Technlgs Ltd Unclassified|NBB||
ISESF|iShares S&P/TSX Capped Materials Index ETF (Canada)|NBB||
ISEXF|IShares MSCI AC Far East Ex-Japan Ordinary Shares (Ireland)|NBB||
ISEYF|WI2WI Corp Ordinary Shares|NBB||
ISGIQ|International Safety Group, Inc. Common Stock|NBB||
ISGP|International Sustainability Group, Inc. Common|NBB||
ISHAF|iShares Diversified Monthly Income ETF Unit (Canada)|NBB||
ISHBF|Ishares Broad Commodity Index ETF Cad Hedged Com Unit (Canada)|NBB||
ISHI|Islet Holdings, Inc. Common Stock|NBB||
ISHM|InfoSearch Media, Inc. Common Stock|NBB||
ISHOF|iShares III plc Ordinary Shares (Ireland)|NBB||
ISHRF|IShares Plc Shs GBP (Ireland)|NBB||
ISHXF|Ishares Canadian Government Bond Index ETF (Canada)|NBB||
ISKIF|Iseki & Co Ltd Ord Ordinary Shares|NBB||
ISLT|Islet Sciences, Inc. NEW Common Stock|NBB||
ISLV|International Silver, Inc. Common Stock|NBB||
ISMAF|Indra Sistemas SA Madrid|NBB||
ISMAY|Indra Sistemas Sa Fgn Ord Unsponsored ADR (Spain)|NBB||
ISML|ISM International, Inc. Common Stock|NBB||
ISMUF|Ishares MSCI China Tracker Units|NBB||
ISNPY|Intesa Sanpaolo S.P.A. Sponsored ADR (Italy)|NBB||
ISOAY|iSonea Ltd. Sponsored American Depository Receipt (Australia)|NBB||
ISOL|Image Software Inc. Common Stock|NBB||
ISON|Isonics Corporation Common Stock|NBB||
ISPD|Interspeed, Inc. Common Stock|NBB||
ISPTF|iShares S&P/TSX Completion Index ETF (Canada)|NBB||
ISRB|Inspired Builders, Inc. Common|NBB||
ISRJF|PNG Gold Corp.  Ordinary Shares (Canada)|NBB||
ISRMF|Ishares Msci Ordinary Shares (Ireland)|NBB||
ISRPF|Ishares Plc Ordinary shares (Ireland)|NBB||
ISSFF|International Samuel Exploration Corp Ordinary Shares|NBB||
ISSJY|ISS A/S Unsponsored American Depository Receipt (Denmark)|NBB||
ISSM|Integrated Surgical Systems, Inc. New Common Stock|NBB||
ISTC|Instructivision Inc Common Stock|NBB||
ISUZF|Isuzu Motors Ltd Ord Ordinary Shares|NBB||
ISUZY|Isuzu Motors Ltd Ord American Depositary Shares|NBB||
ISVG|Integrated Services Group Inc Common Stock|NBB||
ISVJF|Interserve PLC Ordinary Shares (United Kingdom)|NBB||
ISVJY|Interserve plc Unsponsored ADR (United Kingdom)|NBB||
ISVLF|Impact Silver Corp Ordinary Shares (Canada)|NBB||
ISVRF|iShares Silver Bullion ETF Hedged Unit (Canada)|NBB||
ISXIF|Ishares BSE Sensex India Tracker Ordinary Shares|NBB||
ISYG|Insynergy Products, Inc. Com|NBB||
ISYI|Isi Technology Corp Common Stock|NBB||
ISYRF|Intrinsyc Technologies Corp. Ordinary Shares (Canada)|NBB||
ISYX|In-Systcom, Inc. New Common Stock|NBB||
ITABF|Italcementi Fabbriche Riunite Cemento Spa Bergamo Az. Shares (Italy)|NBB||
ITAC|Intacta Technologies, Inc. Common Stock|NBB||
ITALY|Italcementi Fabriche Riunite SpA Unsponsored American Depositary Shares|NBB||
ITAPF|Itacare Capital Investments Limited Ordinary Shares (Virgin Islands British)|NBB||
ITAYY|Indo Tambangraya Megah PT Unsponsored ADR (Indonesia)|NBB||
ITBC|Integrity Bancshares, Inc. PA|BB|ACTIVE|
ITCC|InsPro Technologies Corporation Common Stock|NBB||
ITCFY|Investec Ltd Unsponsored ADR (South Africa)|NBB||
ITCJ|Flexxtech Corporation Common Stock|NBB||
ITCLF|Interspace Co Ltd, Tokyo Ordinary shares (Japan)|NBB||
ITCTY|Itc Ltd (India) 144A|NBB||
ITDD|Integrated Data Corporation Common Stock|NBB||
ITDN|Interdyne Company Common Stock|NBB||
ITDP|Instride, Inc. Common Stock|BB|ACTIVE|
ITEC|Intertech Solutions , Inc.  NEW  Common|NBB||
ITEGY|ITE Group PLC American Depositary Shares (Unsponsored) (United Kingdom)|NBB||
ITEN|CodeSmart Holdings, Inc. NEW Common Stock|NBB||
ITEPF|ITE Group Plc Ordinary Shares (United Kingdom)|NBB||
ITEX|ITEX Corporation Common Stock|NBB||
ITFMY|International Ferro Metals Ltd Unsponsored ADR (Australia)|NBB||
ITFY|Interfoundry, Inc. New Common Stock|NBB||
ITGC|International Gold Corp. Common Stock|NBB||
ITGIF|I.T.G.I. Medical Ltd. Shs (Israel)|NBB||
ITGL|IT Group Holdings Inc. Common Stock|NBB||
ITGU|Inception Technology Group, Inc. NEW Common Stock|BB|ACTIVE|
ITHDF|Italian Thai Development Public Co Ltd Ordinary Shares Foreign Registered (Thailand)|NBB||
ITJTY|Intrum Justitia AB American Depositary Receipt (Unsponsored) (Sweden)|NBB||
ITKG|INTEGRAL TECHNLGS INC Common Stock|NBB||
ITKH|Iteknik Holding Corporation Corporation Common Stock|NBB||
ITKSF|Independent Tankers Corporation Limited Ordinary shares (Bermuda)|NBB||
ITLI|Intelligentias, Inc. Common Stock|NBB||
ITLK|Interlink Products Intl Inc Common Stock|NBB||
ITMMF|Itamar Medical, Ltd. Ordinary Shares (Israel)|NBB||
ITMPF|ITM Power Plc Stamford Ordinary Shares (United Kingdom)|NBB||
ITMSF|Intermap Technologies Corporation Cl A Ordinary Shares|NBB||
ITMTF|Intertainment Media Inc Common shares (Canada)|NBB||
ITNF|Internet Infinity, Inc. Common Stock|NBB||
ITNM|International Monetary Systems, Ltd. Common Stock|NBB||
ITNRF|Intelligent Energy Holdings PLC Beckenham Ordinary Shares GPB0.05WI (United Kingdom)|NBB||
ITNS|Itonis Inc. Common Stock|NBB||
ITOCF|Itochu Corp Ordinary Shares|NBB||
ITOCY|Itochu Corp American Depositary Shares|NBB||
ITOEF|Ito En Ltd Ordinary Shares|NBB||
